,,200,200,200,200,200,200,200,200,84.196976,80.817505,200,200,200,200,200,200,200,200,200,83.36015,89.66849,63.051178,76.182816,81.30029,84.5832,85.58095,91.11684,97.39298,99.93563,100,100,77.18056,77.63116,76.89089,77.95301,81.91181,77.92082,80.07724,80.59221,100,78.98294,80.33473,80.720955,80.270355,79.33698,100,100,100,100,100,100,100,100,100,99.96781,99.83907,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,81.65433,80.52784,79.787575,79.176056,200,200,200,200,200,200,200,200,200,200,80.94625,82.20148,80.46347,81.65433,81.97618,79.304794,80.68877,80.36691,80.656586,81.718704,200,200,200,200,200,200,200,200,200,200,80.07724,200,200,200,200,200,200,200,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,圧縮率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,20,25,30,35,40,50,60,70,80,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参考文献手法,抽出率,48.97461,50.512695,59.960938,61.791992,66.21094,70.703125,70.77637,82.006836,85.32715,91.015625,95.62988,98.38867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,黒抽出率,51.061676,47.1183,56.319515,63.70071,66.73408,68.75632,68.95854,81.59757,85.33873,91.30435,95.652176,98.28109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,白抽出率,48.31027,51.593174,61.120052,61.18442,66.04442,71.322815,71.355,82.13711,85.32346,90.92372,95.62279,98.42291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
提案手法,抽出率,67.79785,70.458984,57.739258,63.208008,66.552734,69.11621,71.069336,76.293945,83.447266,89.72168,97.680664,99.95117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,黒抽出率,18.90799,10.111221,41.051567,22.446915,20.22245,20.52578,25.480286,29.726997,39.635998,57.633976,90.39434,99.797775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,白抽出率,83.36015,89.66849,63.051178,76.182816,81.30029,84.5832,85.58095,91.11684,97.39298,99.93563,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
